Dateline,Text
" [Paris,  post 12 May 1780]","My dear Portia The  Dialogue in the Shades  [not found]  was written by Mr. Edmund Jennings now residing at  Brussells, a Native of  Maryland. I will send you the Rest when I can get it. How I lament the Loss of my Packets by Austin! There were I   suppose Letters from Congress of great Importance to me. I know not what I shall do without them. I suppose there was Authority to draw &c. Mr. T.s  [Thaxter] Letter from his father, his hints that Mr. L.  [Henry Laurens?] is coming here. This will be excellent. Since my Arrival this time I have driven about  Paris, more than I did before. The rural Scenes around this Town are charming. The public Walks, Gardens, &c. are  beautifull. The  Gardens of the Palais Royal, the  Gardens of the Tuilleries, are very fine. The  Place de Louis 15, the  Place Vendome or  Place de Louis 14, the  Place victoire, the  Place royal, are fine Squares, ornamented with very magnificent statues. I wish I had time to describe these objects to you in a manner, that I should have done, 25 Years ago, but my Head is too full of Schemes and my Heart of Anxiety to use Expressions borrowed from you know whom. To take a Walk in the  Gardens of the Palace of the Tuilleries, and describe the Statues there, all in marble, in which the ancient Divinities and Heroes are represented with exquisite Art, would be a very pleasant Amusement, and instructive Entertainment, improving in History, Mythology, Poetry, as well as in Statuary. Another Walk in the  Gardens of Versailles, would be  and agreable. But to observe these Objects with Taste and describe them so as  to be understood, would require more time and thought than I can possibly Spare. It is not indeed the fine Arts, which our Country requires. The Usefull, the mechanic Arts, are those which We have occasion for in a young Country, as yet simple and not far advanced in Luxury, altho perhaps much too far for her Age and Character. I could fill Volumes with Descriptions of Temples and Palaces, Paintings, Sculptures, Tapestry, , &c. &c. &c. -- if I could have time. But I could not do this without neglecting my duty. The Science of Government it is my Duty to study, more than all other Studies Sciences: the Art of Legislation and Administration and Negotiation, ought to take Place, indeed to exclude in a manner all other Arts. I must study Politicks and War that my sons may have liberty to study Painting and Poetry Mathematicks and Philosophy. My sons ought to study Mathematicks and Philosophy, Geography, natural History, Naval Architecture, navigation, Commerce and Agriculture, in order to give their Children a right to study Painting, Poetry, Musick, Architecture, Statuary, Tapestry and Porcelaine. "
May 15. 1780,"My dear  I  for your Amusement, a Publication, made here within a few days. Somebody has inserted in the  Amsterdam Gazette, that  lodges with me. This is done with a political design, but whether it was intended to do honour to me, or him or both, I dont know. -- It is not true. -- However there is a good Understanding between him and me, and therefore I did not trouble myself to enquire whether it was done to serve or hurt him or me, or both. I went Yesterday, Pentecost, to  Versailles, and saw the  of the order of St. Esprit. There was magnificence enough. The Queen shone, like a Star -- and the K.  [King] had a new Throne. This striking Character discover by his Countenance, that he had not a very profound Admiration of the Pomposities about him. He manifestly smiled Contempt, upon some of the Ceremonies. But He made a most profound, and reverential Bow to the Altar, when he came up and when he went away. This was done with an Air of real  and Gravity. "
"Paris  May 17. 1780
","My dear Portia This day I received  yours of the first of March from  Bilbao , with the journals &c. -- the Postage of this Packet, is prodigious. I would not Advise to send many journals, or Newspapers, this Way, or by  Holland, but cut out pieces of Newspapers, and give me an Account of any Thing particularly interesting in the journals, in your Letters, by such Conveyances, and send large  of Journals and Papers directly to  France. Dont omit any Opportunity of Writing however by  Holland or  Spain. The Communication this Way is more frequent than any other. Your two Sons were at Table, with me, when your Letters arrived, and a feast We had of it indeed. Your Uncle writes me that Babson has arrived, who carried you Letters and Linnen. The same Articles are repeated in Trash. The Alliance, if she ever sails, has all your Affairs and those of our friends on board. I wish them safe. Your account of the brave jacks that I saw at  Corunna, moves me. I saw another such Crew at  Bilbao, who belonged to  , and had the sweet Satisfaction  [to] do them a similar Service. Amidst all my Pains and Heart Achs, I have now and then the Pleasure of doing good a little good, and that is all the Pleasure I have. I wish however it was in my Power to do more for the Numbers of my unfortunate Countrymen, who fall in my Way. The Rogues however, committed a great fault in not calling upon you, to give you an Opportunity of having the same satisfaction. They ought too to have called to let you know, I was ashore, and well. "
3 June [1780],"My dear Portia I went a few days ago to see the   or the Mint, the Building where all the Kings Coin is cast and stamped. We viewed all the various Machines, from the first melting of the gold and silver, to the final issuing of the shining  [illegible]  Morsells. The Metal goes thro many Operations that I have not time to describe. There are many Appartements in the Building the Architecture of which is solid and convenient as well as elegant. Their is a noble Reservoir of Water which is conveyed by Pipes to every Appartement. There is a large Well, by which the Reservoir is supplied. I was most entertained however with the Cabinet of Minerals, Metals of all sorts, sulphurs &c., and every Thing that had any Relation to silver and gold. There is a vast Variety -- very curious and in nice order. How should I delight to spend my days in such Enquiries into Nature, if I were not necessitated by every , to devote all my Moments to other Uses. -- I send you an Extract from an English Newspaper, for the Amusement of your Friend. [enclosure not found]  "
June 17. 1780,"My dear Portia I yesterday received a Letter of 26 April from Brother Cranch, for which I thank him and will answer as soon as possible. He tells me you have drawn a little Bill upon me. I am sorry for it, because I have sent and should continue to send you, small Presents by which you would be enabled to do better than by drawing Bills. I would not have you draw any more. I will send you Things in the family Way which will defray your  better. The Machine is horribly dear. Mr. C. desires to know if he may draw on me. I wish it was in my power to oblige him but it is not. I have no Remittances nor any Thing to depend on, not a Line from Congress nor any member since I left you. My Expences thro  Spain, were beyond all Imagination, and my Expences here are so exorbitant, that I cant answer any Bill from any body not even from you, excepting the one you have drawn. I must beg you, to be as prudent as possible. Depend upon it, your Children will have Occasion for all your OEconomy. Mr. Johonnot must send me some Bills. Every farthing is expended and more. You can have no Idea of my unavoidable Expences. I know not what to do. Your little affairs and those of all our Friends, Mr. Wibert &c. are on Board the Alliance and have been so these 4 months, or ready to be. -- Pray write me by the Way of  Spain and  Holland as well as  France. We are all well. -- My Duty to your father, my Mother, and affections and Respects where due. My affections I fear got the better of my judgment in bringing my Boys. They behave very well however. London is in the Horrors. --  fell down dead at the first appearance of Mobs. They have been terrible. A Spirit of Bigotry and Fanaticism mixing with the universal discontents of the nation, has broke out into Violences of the most dreadful Nature burnt Lord Mansfields House, Books, Manuscripts -- burnd the  Kings Bench Prison, and all the other Prisons -- let loose all the Debtors and Criminals. Tore to Pieces Sir G. Savilles House -- insulted all the Lords of Parliament &c. &c. Many have been killed -- martial Law proclaimed -- many hanged -- Lord George Gordon committed to the Tower for high Treason -- and where it will end God only knows. -- The Mobs all cryd Peace with  America, and War with  France -- poor Wretches! as if this were possible. In the English Papers they have inserted the Death of Mr. Hutchinson with severity, in these Words -- Governor Hutchinson is no more. On Saturday last he dropped down dead. It is charity to hope that his sins will be buried with him in the Tomb, but they must be recorded in his  Epitaph. His Misrepresentations have contributed to the Continuance of the War with  America. Examples are necessary. It is to be hoped that all will not escape into the Grave, without a previous Appearance, either on a Gibbet or a scaffold.  I am told died last fall. I wish, that with these primary Instruments of the Calamities that now distress almost all the World the Evils themselves may come to an End. For although they will undoubtedly End, in the Welfare of Mankind, and accomplish the Benevolent designs of Providence, towards the two Worlds; Yet for the present they are not joyous but grievous. May  Heaven permit you and me to enjoy the cool Evening of Life, in Tranquility, undisturbed by the Cares of Politicks or War -- and above all with the sweetest of all Reflections, that neither Ambition, nor Vanity, nor Avarice, nor Malice, nor Envy, nor Revenge, nor Fear nor any base Motive, or sordid Passion through the whole Course of this mighty Revolution, and the rapid impetuous Course of great and terrible Events that have attended it, have drawn Us aside from the Line of our Duty and the Dictates of our Consciences! -- Let Us have Ambition enough to keep our Simplicity, or Frugality and our Integrity, and transmit these Virtues as the fairest of Inheritances to our Children. "
June 23. 1780,"My dear Portia We are very much affected with the Loss of Charlestown-it seems the most  Affair, We have ever met with. I dont know that the Consequences will be bad, but the Loss of so many Men, ships, and Artillery and stores is heavy besides the Town. To maintain it, they must weaken themselves at N. York and elsewhere. We hope to hear of something to ballance it. I  a Paper, giving an Account of the Troubles in London. What they will come to, in the End, I dont know. It seems hitherto a fanatical Business. Their civil Liberties, and most essential Interests are forgotten, while they are running mad for their own contracted notions. It is said, that the Catholic Bill will be repealed. The true motive for making that Law, with the Ministry and King, was to engage the Irish Catholicks, on their Side, and get them to inlist into the American service. In the midst of the dismay of these Mobs, comes the News from Charlestown. The Ways of Heaven are dark and intricate, it seems as if they were to be permitted to have Success enough, to lead them on,  they become the most striking Spectacle of Horror that ever was seen. These Riots discover Symptoms of deep distress and misery, among the lower Classes of People. The particular  against the Prisons is one mark of it. The decided Part they took against the Ministry, shews upon what Ground they stand. It is however a Shocking Scaene. The King seems in a fair Way to the Summit of all his wishes, absolute Power. Martial Law is very agreable to him. G[overnor] Hutchinson died in the Beginning of the Affray. Lord Mansfields House underwent a worse Fate, than his. I suppose that it will cost two millions Sterling, to indemnify the Sufferers. This must be added to all the other  of the War. They forget the state of Ireland, France, Spain, West Indies, N. America, the armed Neutrality of the maritime Powers, and their own distracted State, in their joy for the News of Charlestown, which in reality however unpleasant to Us ought to be more dreadful to them, because it will be a Grave to their Army and a drain to their Purses without any considerable Advantage. They however think not of Peace. -- We are all well. "
"
Amsterdam septr. 4 1780
","My dear  I have ordered the Things you desired for yourself and  by Captain Edward Davis in the Brig Dolphin. They are very dear, as you will see. I insured them at 25 per Cent. The French and Spaniards have at length, made a Hall as the saying is of 40 or 50 ships at once from the English. A few more such strokes will answer a very good End. But not make Peace. This will never be while the English have one soldier in the  United States. We are all well -- thank  for her Letter, and tell Master T. that I should have been obliged to him for one. We are all Impatience to hear from   and the  W. Indies. Proportional good News from thence would make Us very happy. I have been here three or four Weeks, and have spent my time very  here. I am very much pleased with  Holland. It is a singular Country. It is like no other. It is all the Effect of Industry, and the Work of Art. The Frugality, Industry, Cleanliness, &c. here, deserve the Imitation of my Countrymen. The Fruit of these Virtues has been immense Wealth, and great Prosperity. They are not Ambitious, and therefore happy. They are very sociable, however, in their peculiar Fashion. "
"
Amsterdam Septr. 15. 1780
","My dear  I wish you to write me, by every Opportunity to this Place, as well as to  France. It seems as if I never should get any more Letters from  America. I have sent you some Things by , but he has no Arms, and I fear they will be lost, by Capture. -- I sent Things by the Alliance. The Country where I am is the greatest Curiosity in the World. This Nation is not known , not even by its Neighbours. The Dutch Language is spoken by none but themselves. Therefore They converse with nobody and nobody converses with them. The English are a great nation, and they despize the Dutch because they are smaller. France is The French are a greater  [illegible]   Nation still, and therefore they despize the Dutch because they are still smaller in comparison to them. But I doubt much whether there is any Nation of  Europe more estimable than the Dutch, in Proportion. Their Industry and  ought to be Examples to the World. They have less Ambition, I mean that of Conquest and military Glory, than their Neighbours, but I dont perceive that they have more Avarice. And they carry Learning and Arts I think to greater Extent. The Collections of Curiosities public and private are innumerable. I am told that  is arrived at  Brest: but I have learned nothing from him as yet -- nor do I know his Destination. The French and Spanish Fleets have made a sweep of Sixty upon the English E. and W. India Fleets. This must have great Effects. We are all well. -- Dont expect Peace. The English have not yet forgot the Acquisition of  , for which they are still making the most childish Exultations. The new Parliament will give Ministry a Run. Mark my Words, You will have no Peace, but what you give yourselves, by destroying Root and Branch all the British Force in  America. The English cannot bear the Thought that  France should dictate the terms of Peace, as they call it. They say they must make a  Peace now -- a shameful Peace, a degrading peace. This is worse than death to them, and thus they will go on, until they are forced to sue for a Peace, still more shamefull and humiliating. "
"
Amsterdam Septr. 25. 1780
","My dear  The new Orders I have received from your side the Water, have determined me to stay here  further Orders. Write to me, by every Vessell this Way, or to  France or  Spain. The Air of  Amsterdam is not so clear and pure as that of  France, but I hope to preserve my Health. My two Boys are at an excellent Latin School, or in the Language of this Country, Den de  Lat nche  School op de Cingel by de Munt. The Scholars here all speak French.  has seen one of the Commencements when the young Gentlemen delivered their Orations and received their Premiums, and Promotions which set his Ambition all afire. Charles is the same amiable insinuating Creature. Wherever he goes he gets the Hearts of every Body especially the Ladies. One of these Boys is the Sublime and the other the Beautifull. You promised me a Description of the Castle you were building in the Air, but I have not received it. The English are revenging the Loss of their  Power upon those who have uniformly endeavoured to save it. They are totally abandoned and lost. There is no Hope for them but in a civil War nor in that neither. Burke, Keppell, Sawbridge, Hartley are thrown out. We are anxiously waiting for News from  America and  the Islands; but my Expectations are not very high. The Fleet is not strong enough in  . -- I sent the Things you wrote for by Captain Davis, Son of Solomon, but they cost very dear. I have written to  to come here -- Mr. Dana is already here. I want to know how the season has been, with you, and who are your Governor and Lt. Governor &c. &c. &c. I shall loose all Opportunity of being a man of Importance in the World by being away from home, as well as all the Pleasures of Life: for I never shall enjoy any,  except at the Foot of  Pens hill -- When Oh When shall I see the Beauties of that rugged Mountain!  By your last Letters I fear my Brother is in Affliction. My Love to him and his family -- and Duty & affection where due. "
"Amsterdam  Decr. 18. 1780
","My dearest Portia I have this morning sent Mr. Thaxter, with  to Leyden, there to take up their Residence for some time, and there to pursue their Studies of Latin and Greek under the excellent Masters, and there to attend Lectures of the celebrated Professors in that University. It is much cheaper there than here: the Air is infinitely purer; and the Company and Conversation is better. It is perhaps as learned an University as any in Europe. I should not wish to have Children, educated in the common Schools in this Country, where a littleness of Soul is notorious. The Masters are mean Spirited , pinching, kicking, and boxing the Children, upon every Turn. Their is besides a general Littleness arising from the incessant Contemplation of Stivers and Doits, which pervades the whole People. Frugality and Industry are virtues , but Avarice, and Stingyness are not Frugality. The Dutch say that without  thinking of every doit, before you spend it, no Man can be a good Merchant, or conduct Trade with Success. This I believe is a just Maxim in general. But I would never wish to see a Son of Mine govern himself by it. It is the sure and certain Way for an industrious Man to be rich. It is the only possible Way for a Merchant, to become the first Merchant, or the richest Man in the Place. But this is an Object that I hope none of my Children will ever aim at. It is indeed true, , that those who attend to small Expences are always rich. I would have my Children attend to Doits and Farthings as devoutly as the  Dutchman upon Earth, if such Attention was necessary to support their Independence. A Man who discovers a Disposition and a design to be independent seldom succeeds -- a jealousy arises against him. The Tyrants are alarmed on one side least he should oppose them. The slaves are  on the other least he should expose their Servility. The Cry from all Quarters is, ""He is the proudest Man in the World. He cant bear to be under Obligation."" I never in my Life observed any one endeavouring to lay me under particular Obligations to him, but I suspected he had a design to make me his dependant, and to have claims upon my Gratitude. This I should have no objection to -- Because Gratitude is always in ones Power. But the Danger is that Men will expect and require more of Us, than  and Innocence and Rectitude will permit Us to perform. In our Country however any Man with common Industry and Prudence may be . But to put an End to this stuff  "
"Leyden  March 11. 1781
","My dear Portia My Letters by Davis,  &c. are lost. -- Pray did you get the Goods by Davis? This goes by Mr. De L'Etombe Consul of  France, a worthy Man. He will do  to his Country and good to ours.  are both Students in the  University of Leyden. -- All well. -- Write me by the Way of  Spain,  France,  Holland,  Sweeden and every other. Jones carried your Chest, Samson carried another. -- Yours with more Tenderness than it would be wise, if it were possible to express. "
"Amsterdam  April 28. 1781.
","My dearest Friend Congress have been pleased to give me so much other Business to do, that I have not Time to write either to Congress, or to private Friends so often as I used. Having lately received Letters of Credence to their High mightinesses the states General of the  United Provinces of the Low Countries and to his most serene Highness the Prince of Orange, I am now fixed to this Country,  I shall be called away to Conferences for Peace, or recalled by Congress. I have accordingly taken a House in  Amsterdam upon the  Keysers Gragt i.e. the Emperors Canal, near the  Spiegel Straat i.e. the Looking Glass street, so you may Address your Letters to me, there. I have hitherto preserved my Health in this damp Air better than I expected. So have all of us, but  who has had a tertian fever but is better. I hope this People will be in earnest, after the  of June. Americans are more Attended to and our Cause gains ground here every day. But all Motions are slow here, and much Patience is necessary. I shall now however be more settled in my own Mind having something like a Home. Alass how little like my real home. -- What would I give for my dear House keeper. But this is too great a felicity for me. I dont expect to stay long in  Europe. -- I really hope I shall not. -- Things dont go to my Mind. Pray get the Dissertation on the Cannon and feudal Law printed in a Pamphlet or in the Newspapers and send them to me by every Opportunity  you know that one has arrived. I have particular Reasons for this. My Nabby and Tommy, how do they do.  "
"Amsterdam  May 16. 1781
","My dearest Friend I am now settled at  Amsterdam on the  Keysers Gragt near the Spiegel Straat.  is with me to recover his Health after his fever. John is at  Leyden. Mr. Thaxter with me. De la Motte Piquet has taken half Rodneys Plunder. I know not what other News to write. We hope, that Vessels will soon arrive from  Boston. Hope you have received your Boxes by Sampson and Jones. I shall send you, as I can, but you must draw upon me, if you find it necessary. I am more busy than ever, but to no Effect, at least no immediate Effect. Oh! Oh! Oh! that you were here, to do the  of the  United States, and to make the beautifull Sc nes with which this Country and Season abounds, agreable to yours forever.   "
"Amsterdam  May 22 1781
","My dearest Friend I Yesterday received  your Letters  by Captain Cazneau and Mr. De Neufville received his, and will accordingly send the Things you wrote for. You had better pursue this Method and write to Mr. Guardoqui at  Bilboa and Mr. De Neufville here for what you want and desire them to draw upon me for the Pay. I will answer the Letters of my Friends as soon as I can, but I have so many Things upon me at present, that I have not Time. We are all well but , who is yet weak from his Fever, but is getting better daily. We are anxious to hear further of  and Cornwallis. Tho Green lost the Field on 15 March, it seems Cornwallis must be in a critical situation. I know not what this People will do. I believe they will awake, after some time.  Amsterdam,   and  Dort have represented the Necessity of an Alliance with  America but when the rest will be of their Mind, I know not.  If they neglect it, they and their Posterity will repent of it. The Trade will turn away from this Country to  France and  Spain if the Dutch act so unwise a Part, and indeed, according to every Appearance, this Country will dwindle away to nothing. Other Powers will draw away all its Commerce. By an early Treaty with  America and active Exertions they might save it: but they seem little disposed as yet. My dear  and Tommy how do they do? Our Parents, our Brothers, sisters and all Friends how are they? If I could get back again I would never more leave that Country, let who would beg, scold, or threaten. As to Peace, mark my Words, the English will never make it with Us, while they have a ship or a Regiment in  America. If any one asks whether there is like to be Peace, ask in return, whether G. Washington has taken  New York, Green Cornwallis and  Charlestown, and Nelson Arnold and  Portsmouth? Rodney has lost most of his   Booty. De la Motte Piquet has taken it. The English  East India Possessions seem to be going to wreck -- their Trade is torn to Pieces, but all is not enough. If Congress and the states execute their Resolution of cutting off all Communication and Commerce, directly and indirectly with  America, this will affect them more than any Thing. But how the Authority can prevent British Manufactures from being imported from  France,  Holland,  Brabant &c. Is the Question. Amsterdam in  "
"Amsterdam  June 16. 1781
","My dearest Friend  the Bearer of this is a native of  N. York but has lived nine years in  Amsterdam with his Aunt Mrs. Chabanelle, a Lady who with her whole respectable Family, have been vastly civil to me and mine. Our Children have found that House a kind of home. I therefore wish Mr. Le Roy every Respect in  America that can be shewn him. He wishes to form Mercantile Connections in  America and therefore, it might be mutually convenient, for him to see your   Smith and Mr. Cranch. With the tenderest affection, to  and Mr. Thomas, I am, yours  . "
"Paris  July 11. 1781
","My dear Portia I am called to this Place, in the Course of my Duty: but dont conceive from it any hopes of Peace. This  object is yet unhappily at a Distance, a long distance I fear. My dear  will go home with Maj. Jackson. Put him to school and keep him steady. -- He is a delightfull Child, but has too exquisite sensibility for  Europe.  is gone, a long journey with Mr. Dana: he will serve as an Interpreter, if not a Clerk, and the Expence will be little more than at  Leyden. He will be satiated with travel in his Childhood, and care nothing about it, I hope in his riper Years. I am distracted with more cares than ever, yet I grow fat. Anxiety is good for my Health I believe. Oh that I had Wings, that I might fly and bury all my Cares at the Foot of  Pens Hill. "
"Amsterdam  October 9. 1781
","My dearest Friend This is the first Time, I have been able to write you, since my Sickness. -- Soon after my Return from  Paris, I was seized with a Fever, of which, as the Weather was and had long been uncommonly warm, I took little notice, but it increased very slowly, and regularly,  it was found to be a nervous Fever, of a dangerous kind, bordering upon putrid. It seized upon my head, in such a manner that for five or six days I was lost, and so insensible to the Operations of the Physicians and surgeons, as to have lost the memory of them. My Friends were so good as to send me an excellent Physician and Surgeon, whose Skill and faithfull Attention with the Blessing of Heaven, have saved my Life. The Physicians Name is Osterdike. The surgeon the same, who cured Charles, of his Wound. I am, however still weak, and whether I shall be able to recover my Health among the pestilential Vapours from these stagnant Waters, I know not. I hope  is well and happy with you, by this Time. He sailed with Commodore Gillon seven Weeks ago. We have no News from Mr. Dana and his young Fellow Traveller, since they left  Berlin. The Pamphlet , is a Dutch Translation of the Abby Raynals History of the American Revolution. It is a Curiosity for you to lay up. With Sentiments and Affections that I cannot express, Yours. "
"Amsterdam  Oct. 21. 1781
","My dearest Friend I have not yet seen the Work from whence the  Extracts were made. A set is on the Road, a Present from the Friend of Man, to me. Meantime a Friend at a Distance who has a Set has sent me these Extracts. They are worth printing in the Gazette, not to gratify the Vanity of an Individual so much as for the noble Testimony of a Character so much respected as that of Mr. Hollis in favour of our Schools and System of Education. I think too his sentiments that an Agent should stay but 3 years applicable to Congress Ministers, according to which Rule, my time is out. I have great Occasion for a few of the  New England shillings. Pray send me, half a dozen if you can procure them by different Occasions. "
"Amsterdam  Decr 2 1781
","My dearest Friend Your  of  September 29  and  Oct. 21 . are before me. I avoided saying any Thing about Charles, to save you the Anxiety, which I fear you will now feel in its greatest severity a long time. I thought he would go directly home, in a short Passage, in the best Opportunity which would probably ever present. But I am dissappointed. Charles is at  Bilbao with Major Jackson and Coll. Trumbull who take the best care of his Education as well as his Health and Behaviour. They are to go home in Captain Hill in a good Vessell of 20 Guns. Charles's health was so much affected by this tainted Atmosphere, and he had set his heart so much upon going home in Gillon that it would have broken it, to have refused him. -- I desire I may never again have the Weakness to bring a Child to  Europe. They are infinitely better at home. -- We have all been sick here, myself, Mr. Thaxter, Stephens and another servant, but are all better. Mr. Thaxters Indisposition has been slight and short, mine and Stevens's  [illegible]   long and severe. I beg you would not flatter yourself with hopes of Peace. There will be no such Thing for several years. Dont distress yourself neither about any malicious Attempts to injure me in the Estimation of my Countrymen. Let them take their Course and go the Length of their Tether. They will never hurt your Husband  whose Character is fortified with a shield of Innocence and Honour ten thousandfold stronger than brass or Iron. Their The contemptible Essays made by you know whom, will only tend to their own Confusion. My Letters have shewn them their own Ignorance and Folly, a sight they could not bear. Say as little about it as I do. It has already brought them into the true system and that system is tryumphant. I laugh, and will laugh before all Posterity at their impotent, despicable, ridiculous folly Rage and Envy. They could not help blushing themselves if they were to review their Conduct. Dear  thy Letter  [This letter has not been found.]  does thee much honour. Thy Brother Charles shall teach thee french and Dutch, at home. I wish I could get time to correspond with thee and thy sister, more regularly, but I cannot. I must trust Providence and thine excellent Mamma for the Education of my Children. Mr. Dana and  are well, at  P  [Petersburg]. Hayden has some things for you. Hope he is arrived. I am sorry to learn you have a sum of Paper -- how could you be so imprudent? You must be frugal, I assure you. Your Children will be poorly off. I can but barely live in the manner that is  demanded of me by every Body. Living is dear indeed here. My Children will not be so well left by their father as he was by his. They will be infected with the Examples and Habits and Taste for Expensive Living, without the means. He was not. My Children, shall  never have the smallest soil of dishonour or disgrace brought upon them by their father, no not to please Ministers, Kings, or Nations. At the  of a little of this my Children might perhaps ride at their Ease through Life, but dearly as I love them they shall live in the service of their Country, in her Navy, her Army, or even out of either in the extreamest Degree of Poverty before I will depart in the smallest Iota from my Sentiments of Honour and Delicacy, for I, even I, have sentiments of Delicacy, as exquisite as the proudest Minister that ever served a Monarch. They may not be exactly like those of some Ministers. I beg you would excuse me to my dear Friends, to whom I cannot write so often as I wish. I have  Duties which take up all my time, and require more than I have. General Washington has done me great , and much public service by sending me, authentic Accounts of his own and Gen. Greens last great Actions. They are in the Way to negotiate Peace, it lies wholly with them. No other Ministers but they and their Colleagues in the Army can accomplish the great Event. I am keeping House, but I want an Housekeeper. What a fine Affair it would be if We could flit across the  Atlantic as they say the Angels do from Planet to Planet. I would  dart to  Pens hill and bring you over on my Wings. But alass We must keep house seperately for some time. But one thing I am determined on. If God should please to restore me once more to your fireside, I will never again leave it without your Ladyships Company. No not even to go to Congress at  Philadelphia, and there I am determined to go if I can make Interest enough to get chosen, whenever I return. I would give a Million sterling that you were here -- and could Afford it as well as  G. Britain can the thirty Millions she must spend the ensuing Year to  her own Ruin. "
"Amsterdam  Decr. 18 1781
","My dearest friend I have Letters from Mr. Dana and , at  St. Petersbourg. Both well and in good Spirits. Letters to Mrs. D. and to you go by Captn. Troubridge and by Dr. Dexter. I have no certain News, as yet of  Sailing from  Bilbao, but I presume he is sailed. You will have suffered great Anxiety on his Account, but I pray he may arrive safe. I acted for the best when I consented he should go in Gillon, little expecting that he would be landed in  Spain again. Keep him to his studies and send him to Colledge, where I wish his Brother John was. My Health is feeble, but better than it was. I am busy, enough, yet not to much perceptible Purpose as yet. There is no Prospect at all of Peace. Let our People take Care of their Trade and Privateers, next year. They have not much of a Land War to fear. General Washington, has struck the most sublime stroke of all in that Article of the Capitulation, which reserves the Tories for  by their Peers. This has struck Toryism dumb and dead. I expect that all the Rancour of the Refugees will be poured out upon Cornwallis for it. Our  now really stand in a ridiculous Light. They feel it but cannot take the Resolution to be wise. The Romans never saw but one caudine Forks in their whole History. Americans have  the Britains two, in one War. -- But they must do more. Remember, you never will have Peace, while the Britains have a Company of Soldiers at Liberty, within the  United States.  New York must be taken, or you will never have Peace. -- All in good time. The British Army Estimates are the same as last Year, the Navy less by several ships of the Line. What can these People hope for. I fancy the southern states will hold their Heads very high. They have a right. They will scarcely be overrun again I believe, even in the hasty manner of Cornwallis. Burgoine dont seem to be affronted that his Nose is out of joint. He is in good Spirits. Experience has convinced him. -- So I hope it has Cornwallis, that the American War is impracticable. The flour, the Choice of the British Army was with him. The K. of Eng.  consoles his People under all their Disgraces, Disasters, and dismal Prospects, by telling them that they are brave and free. It is a pity for him that he did not allow the Americans to be so Seven Years ago. But the great designs of Providence must be accomplished. Great Indeed! The Progres of Society, will be accellerated by Centuries by this Rev. The Emperor of  Germany is adopting as fast as he can American Ideas of Toleration and religious Liberty, and it will become the fashionable system of all  Europe very soon. Light Spreads from the day Spring in the West, and may it shine more and more until the perfect day. Duty to Parents, Love to Brothers, sisters and Children. It is not in the Power of Worlds to express the Tenderness with which I bid you farewell. "
"Amsterdam  Jany. 4. 1782
","My dearest Friend My Health is returning to me by degrees, and I hope to be fully reestablished by the Help of constant Exercise, and great Care, but I want the Consolations of my family. -- ! When shall I have it.  I presume is sailed in the Cicero from  Bilbao, and John is well with Mr. D.  [Dana] at  Petesbourg. The political Questions here are, a  Peace with  England and the Mediation of  Russia on one Hand and an Alliance with  France,  Spain and  America on the other. The Deliberations will be as long as possible -- and the Result nobody can guess. My Blessing to my Children, Duty to Parents, Affection to Friends, &c. "
"Amsterdam  Jan. 4. 1782
","My dearest Friend I hope,  is at home by this time or that he will be in a few days. I presume he sailed from  Bilbao in the Cicero, with M.  [Major] Jackson and Mr. Trumbul, one of the first days of december yet I have no certain news of his sailing at all. John is well with Mr. D.  [Dana] at  Petersbourg. I cannot tell you any News -- there are great questions upon the Tapis here, but how they will be decided, I know not. -- This Rep.  is a Jilt. When you think you have her Affections, all at once you find you have been deceiv'd. There is not so much as a Talk of a general Peace, nor is there any one who believes in a  Peace bet.  [between]  England and  Holland. Take Care of the War of Ports which the English talk of. Perhaps  Falmouth, perhaps  Rhode Island. Look to Privateers and trade. Let not a Bow be unstrung. There will be, there can be no Peace. I hope Hayden, who had some things for you, is arrived.  Bless I shall not be able to send any thing more I am afraid  next summer. My Blessing to  and Son, my Duty to Parents and Affection to Brothers and Sisters. Pray send me, half a dozen,  N.E. shillings by different Opportunities, if you can find them. "
