Dateline,Text
"Quincy  April 28th. 1796
","My Dearest Friend  the Majority of the House of Representatives may think of their conduct, and motives, the people, the Sovereign people will support their constitution and no stab has ever been more fatal to the Enemies of our Government than what they will now receive from the voice which cries of from all  New England. Our Faith shall be preserved. We will fullfill our engagements, we will not submit to an usurped authority, and it must reach every state in the union. The Jacobins thought there Authority of sufficient weight to counteract the merchants who were signing a petition to Congress. They insisted upon a Town meeting. They accordingly met at  Funel Hall. They were two numerous and adjournd to the  old south. Tis said more than two thousand persons were collected. Jarvis made a motion that the President should be petitiond to deliver the papers. This was almost unanimously rejected. Jarvis, Austin were the Speakers on one side Dr. Warren, Coffin, Jones and Otis on the other. The Speah of the latter is much applauded, and is said to have been so pathetic as to draw tears from the Audience. Dr. Jarvis observed that personally this Subject concernd him very little as he found himself hastning to the World of spirits. Mr. Otis retorted upon him, that when he arrived there he hoped he would be satisfied with the Government, of it  when the Antis found how the pulse beat, they were for adjourning without taking the Question, ""Are you for requesting petitioning that the Treaty may be carried into effect, but the call for the Question was so loud and vehement, that it was taken, and the majority was as a hundred to one, in  Newbury port only three dissenting voices. In short the spirit is spreading far and wide, and the Country Towns are assembling. The Nakedness of the Majority  [illegible]   in the House of Representatives is discoverd and their conduct with respect to this Treaty has taken of the Scales from many an Eye. Whilst I see the desire of equity, order and good Government, rising up to oppose War, Anarchy and confusion, I feel ready to make every personal sacrifice in aid of the cause. I shall not therefore say one word, of when will you return? That I wish for it, you cannot doubt but I wish more that your Health may not be injured by so long and close application. I also wish that a just, speedy and happy termination may be the issue of this contest, and that the Government may stand firmer and surer for having been thus assaild. The  Distemper rages again in  Boston. Poor Genll. Knox has lost two of his youngest children in one day with it, two more lye sick. I went Yesterday and spent the day with Mrs. Cabot, and sweet communion we had, tho neither she or I relishd the Idea of next March. But this matter must come speedily to a close.  "
"Quincy  May 1 1796
","My dearest Friend I last Evening received  Your  of April 21 ,  23 ,  24  and  26th . I think an other Week will discover the, Sense of the people so fully, that the Representitives can no longer delay to perform their part. I have not on any occasion seen so general and universal an allarm. The people have waited during a Months debate with patience and temper, expecting that in the end, the House would comply, but as they see them grow hardned, and the period nearly at Hand, when  Great Britain has stipulated to deliver the posts, a well grounded fear has pervaded throughout  New England, which has roused the Merchant, the mechanick, the Farmer. A large Majority of each will be to call upon the House of Representitives, and to warn them not to prostrate the Faith and Honour of the Nation. The circular Letter which you will see in the Centinal of yesterday, the 30th. has been sent here, and tomorrow is our May meeting, when it will I suppose be laid before the Town. Captain Beal, brought up those for  Quincy, for  Weymouth,  Braintree,  Randolph,  Stoughton,  Sharon, all of which he rode to, in one day and deliverd himself. I wish his knowledge was equal to his zeal, for that is to be commended. Deacon Webb enterd but coldly into the buisness. The Letter is to the Select Men. There was a proposal that the papers should be read after meeting to night, and tomorrow be signed. The Deacon thought that it would require a Month to inform the people, and he could not see what good it was to do. He however said, that he would communicate the papers. He could not come to meeting this forenoon. If he had he might  have learnt his Duty from the pulpit. Defend tho the Walls of our  Jeruselem, was the Subject, in discussing which Mr. Flint took occasion to draw a comparison between the strong wall of a city, and the Government of a Nation, and the duty of its inhabitants to defend and protect the one, as well as the other, particularly one so free, so equal, so just as that which was establishd over the happy people of  America, where every Man was at perfect Liberty to worship his Maker agreable to the dictates of his own conscience, and where the Laws equally protected the Lives, Liberty and property of all, that it was the peculiar duty of such a people to Gaurd the walls of their  Jeruselem against foreign invasion, and domestick division, that it was not only a political, but a Religious Duty. It was a duty which they owed to posterity, to transmit to them so fair an inheritence. The people listend with great attention. What our popular Declaimers may do tomorrow I know not, but I know they would generally do right, if there was one person capable of giving them proper information. Mr. Cranch is so feeble and unwell, that I do not think he will be able to attend, and then not being a native American he would not speak upon this occasion without some persons throwing out that he was an Englishman. Mr. Black tho meaning right, lies under a similar difficulty. At this very critical period I wish to hear from you by every post. I do not like one thing which is thrown out as a Threat. I mean a division of the States. We need only to turn to History to read our Fate should such an event take place.  ""We must not forget the old Liberty Song of Steady Boys, Steady, by uniting we Stand, by dividing we fall."" I shall see Dr. Tufts in the course of the week and report what you say. I have engaged Billings for four Months.   He comes tomorrow. I would longer but he did not incline. Copeland will stick by because he knows that he cannot do so well. I told him to go and do the best he could. I was willing. I would not complain, but if he did stay, he should not grumble. The Man I hired for one Month, I shall continue untill planting is over. This peice of Ground is very Hard to cultivate. It has been harrowd and now they will get on the manure, and Harrow it in. Some persons say, that cross plowing was a damage, but it is done. The Season is exceeding dry, as dusty as mid Summer, rather cold for this week past. If you think You shall not get Home till June, the 3d. week in May when the planting is compleated, I design to go and see my Sister. A ride I believe will serve my Health. I shall be absent a Week. My sister is fearfull of comeing this way least she should be sick from the journey as she was last Year, and both Mr. Peabody and my sister request me earnestly to visit them. The clover Looks well, but wants rain. I will pay Mrs. Brisler Ten . Be so good as to tell Brisler he must not forget paper, pens and wax of which I have made liberal use this last five months. "
"
 May 4th 1796  Quincy","My Dearest Friend The first sight which saluted my eyes this morning was a fine colt. The complexion however is more like the Father than the Mother. Having  you Joy upon this happy event, I shall proceed from this domestick occurence to an other less important, to viz. that Cosset like wise has three ospring of the same age with Octavia. They date their Birth from a memorable event too, for the inhabitants of  Quincy Yesterday very generally signd the memorial. If the Select Men, the Father of the Town had first signd, I believe there would not have been a dissenting voice. Your Brother and Mr. Black spoke in Town meeting, to explain the meaning and intent of the buisness. Webb, and Wilson Marsh were most in opposition, the latter of whom plead ignorance, and in his original way, stammerd out, that he would not chuse to see his way thither. Webb was sure, that it would bring us again under the dominion of  Great Britain, and he had frightned several good people with that Idea. Some however told him that they must think for themselves. About 60 signd the memorial at the meeting. It was moved to chuse a committe to assist the Select men, who appeard a dead weight. This was carried and Mr. Black  and Beal were chosen. Every Select Man refused to sign, because Webb would not. Yesterday we had a Raining. Captain Newcomb had some buisness with me in the morning. After it was finishd he askd me some questions pertinant enough. How it could happen that such a majority in the House should be opposed, to what others said was so hurtfull to the Country, and whether I did not think it would subject us to the power and Authority of  Great Britain? With regard to his first Question, I told him, in all large assemblies he was sensible there were some leading members, and that in the House of Representitives those Members, some of whom were Foreigners, from various motives were antifeaderel, that with regard to his other Question, he could have no reason that to think that President, and Senate would do any thing, any more than the people to Subject the Country to a power, against which the President had fought, and so often risk'd his Life, to obtain that independance which we now enjoy'd. I read him a passage from a Letter of Yours in which you say, that it must be a National Determination and that if the Nation determind upon War and confusion, You hoped they would not Charge it upon the Government. He seemd to be struck with this, and said he was not for War. He did not consider it in that light before, and that he would sign the memorial, which he did in the afternoon, and many of his company, so that last evening, Captain Beal told me that he had near a Hundred Subscribers. I observed to Newcomb that the 
Page 3
 if the Treaty with  Spain or  Algiers was opposd in the same manner, that the people ought equally to petition that the Faith and Honour of the country might be preserved by carrying them into effect, that it was not the Country with whom the treaty was made, but the Law full power and Authority which the people had delegated to the President and Senate, was incroachd upon, and that the Merrits of the Treaty was not the Subject before them, but the Support of their Government. This seemd to remove the fears he entertaind with respect to  G B. At  Weymouth, the Select Men requested Mr. Norten to read the papers after meeting, which he did, and the Dr.  to them the design of the memorial, upon which they signd it without opposition. I have not heard from any other Towns. The people will generally be united. I avow a selfish motive, as well as a publick. I want to have the Buisness finishd, that my long absent Husband may  "
"Quincy  Novbr. 27 1796 Sunday Eve
","My Dearest Friend Winter has caught you on the Road I presume for a colder day than this we seldom have in  You will want to hear how the Farming goes on. The Letters inclosed which I received last evening have put it all out of my Head, and almost put out my Eyes to read. No other than the printed duplicate has come to Hand. I send you both Yours and mine, both of which are important at this time when the plots are unfolding. They are a clue to all the whole System of Electionering under foreign influence which in a greater or less degree pervades every State in the union. They will afford but Sorry comfort to You whether destined to publick or private Life. If to private,  ""O! Save my Country Heaven"" if we are to receive a President from the French Nation. What is to be our Fate? to accept the Presidency with such an opposition, and to know that one is rushing upon the thick bosses of the  [illegible]   Bachelor requires the firmest mind and the greatest intripidity. Heaven direct all for the best. You will see by the Centinal that poor Samuel has no opinion of his own. The House and Senate have however been firm.  is a curious extract from the  Washington Gazzett taken from a paper calld the New World. I presume the Fate of  America will be decided by the time I get a Letter from You. We are told here that under the Jeffersonian ticket the voters distinguishd themselves by wearing the National  [illegible]   cockade. Can they have become so openly and bold? I saw Burkes paper calld the Star. It ought to be termd the Chronical Rival, a Hireling Wretch, in French pay I doubt not, a whineing and canting because the French Minister has Suspended his functions.  Our Sons Letter is a key to the whole . I have worn out my Eyes to day in coppying it; The Wall progresses and the Barn Yd has Yard has not been neglected. The rails are all brought home and I am reflecting that there is no small probability that you may spend the next Summer at Home. I hope Peace Feild will not suffer a French invasion. I am not however terified. I say Gods will be done, and hope we are not yet given up to destruction. Adieu let me hear often from You. You know how anxious I am at the events passing before me. Poor  pride was a little touchd that you should name Cooper as a rival in Fame. Where will you find a man of his Age of his prudence, judgment, discernment and abilities? My best my sincerely affectionate Regards to the  and Mrs. Washington. If any people on earth are to be envyd they are the ones. Not for what they have been in power and Authority but for their transit.  "
"Quincy  Novbr.  [i.e. Dec.] 4th. 1796
","My Dearest Friend The Weather has been and held so uncommonly cold ever since you left me, that I had no expectation of getting a line from You  you reachd  N York, but that line I have not yet received and by this Time I presume you have reachd the city of sedition, the Hot bed of  France. I wrote you this Day week, and inclosed to you our Sons Letters. Genll. Lincoln and Mrs. Lincoln dined with me yesterday on their return from  Boston and left me the papers. Centinal, Mercury and Chronical. All of them are nearly filld with Adets Note, and concequently leave little room for  [illegible]   Speculation. An extract of a Letter in the Chronical from  Virginna however, tells us that Mr. Jefferson will have an unanimous vote there. The majority of the Federal Ticket is given by the same paper in  pensilvana, by which I presume they have lost hopes of an alteration. Adets Note does not create any great allarm here. The Chronical as might be expected, shakes it over us as the rod in pickle, as an event to have been looked for after the  [illegible]   audacious treaty we had the assurence to make with  great Britain. ""Where is the American who does not behold the Salvation of  America, included in the protection the French Republick, but as if Heaven intended to chastise the Measures of our Government in not considering that the Cause of  France and of  America was one  indivisible, a Temporary  [illegible]   disaffection had taken place between the two republicks, which had now left us but one moment to reflect upon our conduct, and to decide whether we will declare in favour of Monarchy, or Republicanism. The French directory is the herald to  the Heavenly mission, and if we still adhere to our perfidious Friends the English, and disown our long experienced Friends the French, the concequences of our choice must rest on ourselves and posterity;"" This is pretty plainly acknowledging the Directory of  France, the Directory of  America. What American but must Spurn the wretch who thus insults us? I cannot give you a satisfactory account of the  at Home. The Ground is so frozen that neither plowing or Stone Wall can go on. Three days Billing worked upon the Wall two in the Barn Yd. with Vesey. Since which Vesey has been in the woods. Billings employd some time in makeing part of a new wheel to the Waggon, and has been twice in the woods. The Rivers are frozen and the harbour below hangs Man spared. We are apprehensive of want of water for the cattle. Billings says when he cuts the Ice the Stream Scarcly moves. No body so anxious as Billings. He comes for the News paper every day and wants to know if I have heard. I laugh and tell him I am very easy. Whilst I am writing the  Philidelphia paper of the 25 is sent me with Miflins proclamation declaring the Antifed Electors chosen. I repeat I feel very easy, and shall consider it as it respects myself and partner a  escape from danger tho I would not shrink from what I considerd an honorable, call to the Service of my Country. I need not urge it upon you to refuse the Station in which I presume you will be placed. Let no intreatys prevail with You, if our Country, or a part of it, is become so corrupt as already to bend their necks to foreign influence in so ignominious a Manner, they are fit for the Shackles which are prepairing for them. Let me hear soon from You. I a  ticipate that your absence will be short from your   "
"Quincy  December 7th. 1796
",
"Quincy  December 9th. 1796
","My Dearest Friend Captain Beal who is always attentive to the post office for me in your absence, brought me on the Evening of the Seventh  your Letter written at Stratford  27th. , which is the only line which has yet reachd me; I fear you sufferd from the cold on the journey, for it has been unusually so, for the Season. The continuence of it, has frozen the Ground very deep. I fear  [illegible]   we shall not be able to have our Hill ploughd this Winter. Our people get Seaweed and wood. Vesey will remain with me only untill the last of Febry. Mr. Bass is gone to Capt. Beals for Six Months. Very fortunately there was an opening for him there, Tim having left them. I am of your mind, that prices must fall.  Lincoln who dinned with me with his Daughter Polly Otis Lincoln last Saturday, on their return from  Boston, told me he had not heard such a cry for money, amongst the merchants for a long time, that he thought there must be some failures. He mentiond having lately made a purchase in  Hingham accidently at a vendue, of a House, Barns, out houses &c. Said he had no thoughts of its being struck off to him, but that it would prevent his building, which he was about to do for his daughter in Law who was with him. The House and place he purchased was the one next to that of Dr. Herseys and was formerly own'd by the Drs. Brother, a double House lately put in good repair with two Barns are quite new and an excellent Garden full of fruit Trees with Eleven acres of Land for four Hundred and 50 pounds. He observed that he could not build the House for that Money. The Electors are arrived in  Boston the day before the Election and met, in the Eve. Their great difficulty was respecting a Vice President. They could not agree  near Evening on the 7th. You will See they were unanimous for President, 13 for Pinckney, 2 for Gov. Johnstone of  N C., 1 for Mr. Elsworth. I am very glad that they were all in season, as it removes one Source of clamour, and the G. r might as well have let his Name have Stood, as recorded his own imbecility by erasing it. We are told that the Votes of  Vermont will not be legal. We had the same report respecting  Georgia. I cannot believe untill I see it that the old Chief Justice will give his vote against you. I yesterday had the  Washington paper of Novbr. 16th. There is a peice in it, dated  Virginna addrest to the Electors of that State. It is a recital of the Services you have been rendering Your Country for 30 years back. It is written with a warmth, a zeal and an affectionate remembrance of them, beyond any other publication which I have seen. Beals says that Adets Note does not make any great impression in  Boston, that it is  as a mere Electionering Scheme. There is however mischief enough in it. I believe this as critical a juncture as any our Country has seen. John Bull will have enough to do, to take care of his own Calves. He may make Love to us, but we know what value to place upon it. We understand matches of convenience as well as Adets Chrocodile tricks. With  England the questions To be, or not to Be? is a very solemn one, and Parson West will be looking for the completition of the prophesy according to his interpretation. If a very serious allam had not   taken place, a mission of so much pomp would never have been addrest to the Directory. I have not yet, a Letter from  N York. I hope You will give me some information respecting Mrs. Smith and Family as I have not had a line from her for a long time. Mrs. Brisler and Family were well Yesterday.  "
"Quincy  Decbr. 14th. 1796
","My Dearest Friend On Saturday I received  Yours of  1 from N York . All wait in anxious expectation for the arrival of the Mail with the Presidents Speach. And this is not the only cause of anxiety. The result of Election is a Subject of greater Moment to them than at any former period. The Judge and Mrs. Cushing took Tea with me on Saturday. Mrs. Cushing who you know carries her Heart in her Eyes, told me that She believed from what She heard whilst She was in  Conneticut, that the vote would be for You, if it was left to every individual to determine it, in that State. I believe She Spoke as She felt, and perhaps in no State would the people be more unanimous. The Die is cast. We Shall Soon See what it turns up. The Weather still continues cold. Mr. Whitney has  for us three Sundays. He has in my estimation rivald every other Canditate. Dr. Welch Sent me a Letter which he received from Thomas of 30 of Sepbr. in which he Says the defeat of the Armies of the  Sambre and  Meuse and upon the  Rhine and  Mossele had changed in Some measure the gigantic projects of the Directory. Of us Americans  they Say without Stammering, that  Great Britain, has frightned our Government into a Disgracefull Submission and in order to mantain the Balance  France will undertake to Terrify the people into a rebellion against themselves."" This is litterally practising by our Jacobins when they give out that the French Swear they will go to War with us if the Vice President is made President. This Stuf is circulated not only in this place but in all the Towns bordering on  Boston amongst those people who attend the markets, and who do not give themselves time to reflect and consider it, an insult to be dictated to by a foreign Nation. Much Sooner than You thought of, have Your warnings and admonitions become   proofs as Strong as holy writ  is here and well. I write more that you may not be dissapointed than for any thing which I have to communicate.   "
"Boston  December 23 1796
","My Dearest Friend I received by the last post  your  dated 7h. ,  8th.  and  12  of the present Month together with Pains Letter and the counter part Jasper. I tremble when I look forward to the Scene opening before me. My own reflections and meditations are similar to yours except that I do contemplate a return to the Bar. Retirement at  Peace Feild I think would be a much more Eligible Situation than to be fastned up Hand and foot and Tongue to be shot at as our  Quincy Lads do at the poor Geese and Turkies, and like the frog in the fable, sport to the Boys was death to the frogs. Since I came to Town some curious Annecdotes have to me. Judge Daws after the Election was over, went to visit the Govenour so said the G. To answer their own ends. I say to answer their own ends Judge. They have sit up Your Father and me Electors in opposition to each other. If I had been Elected, I should have done something that should have cemented the Friendship of my Kinsman or severd us for ever. I hope Sir it will make no  I hope Sir it will make no breach between your Father and me. Our Friend Mrs. Storer says that the conduct of the Govenour in erasing his Name from the Law respecting Electors, putt her in mind of some lines in a little Book of the Childrens. A Country Man this Week who lives about 50 miles back was in Mr. N Austins Shop, and began to talk with him upon . Why says he, they tell me that Mr. Adams tho a Clever Man will not do for President. They say he can't talk. Aya says Mr. Austin, he can't talk Nonsence. But do you or can you believe that a Gentleman who was many Years in the full practise of the Law cannot talk? Very harmless was that report in comparison of a thousand others which I dare say have  come to your Ears. Dr. Walter call'd to see me a day or two since. He said there were many people in this Town who almost wisht you might not be Elected that they might have you for their Govenour next year. To this speach I could make no reply, but bow'd. It is considerd here as a Matter setled that you are Elected, yet no person speaks of it, but what seem to commisirate the station and to be fully sensible of its dangers and perplexitys. I  to you an Aurelias, the reputed Author Young Gardner of  Milton. It is certain that he corrected the press and does not deny the peice. I can not but Suspect however that he has consented to Father it for some other person. Tell Mrs. Otis that her Friends here are well, but in affliction for the sudden Death of Mrs. Robbins, Nabby Saltmass that was, who on one Sunday was married and before a fortnight was a Corpse.  ""O Blindness to the future kindly given."" Tomorrow I return to  Quincy where I hope to hear often from my dearest Friend to whom   "
December 23. 1796,"My Dearest Friend Mr. Beals will deliver this to you. He has a desire to be introduced by you, to the  and to Mrs. Washington. I promised to give him a Letter to you. We have had a pretty severe  of winter. It promises to be fine sleding and sleying. You will see, or doubtless have seen in the centinal of Wednesday the 14 of this Month, some Electionering Eloquence said by Mr. Sullivan who was present, to be deliverd from a Hogshead to a  Virgina Horse Man assembly. After the Races, the orator mounted, and undertook to give your origin and Character as well as your mode of Life, all of which are equally True. I understand Mr. Hitchbourn is very full in the praises of Mr. Munroe since his return from the southard. Says that to him is altogether oweing our being at peace with  France at this time, that we are under infinate obligation to him, that he presumes Mr. Pinckney will be received very  [illegible]   coldly. I am assured that this people are becomeing as independant in their Sentiments towards that Nation as they ought to be to all Foreign Nations and that they think and speak like true Americans. The Mountain  however as it is call'd, the Insurence office, still vomits forth poison. In that Conclave, the Chronical is brewed.  "
"Quincy  December 25 1796
","My dearest Friend Was it ever colder in this Country. The glasses have fallen much below 0.  a bright Sunshine on fryday and Saturday. Many people froze their feet, hands and ears. I really compasionate You that you must Sleep alone. Not one day here Since the 23 of Novbr. in which it has thaw'd so as to drop from the houses. The Snow is very level and near a foot deep. Our people are getting wood home. Billings has made a New Sled, and if the Weather holds we shall sled some stones. Water very scarce. We are threatned with a very hard and cold winter. We have no preaching to day. If we had the weather is too cold for me to venture abroad. I have read of Mifflins speach. It is more Complimentary than I expected to the President, and is not destitute of patriotick sentiments as it respects our Country. He probably thought an atonement necessary for the part  Pennsilvanna had taken in the late Election. Abraham ventured not so far as to limit his Number to one Righteous Man when he plead for the city. I would hope however that both  Virginna and  Pennsilvana have a much larger Number. The Hungry Patriots, we are informd have run beyond the bounds of their credit. I do not compasionate them. Their fall will serve as Warnings to others and eventually benifit the publick. The numerous Banks I hope will be diminishd, and a more rational system than these immense speculations, these Phantom Nabobs, will succeed to them, upon more solid and durable foundations. The President in his speach and the Senate in their reply notice  [illegible]   the inadequate compensation  of publick officers. I am informd that in the Houses answer the first draught of which was sent on last week as agreed to in committe, that no notice was taken of that part of the Speach. It is an evil of no small magnitude, and will in the event prove dishonorable to our Country as well as dangerous. We have so many restless Spirits in the union that I am at a loss to know who in particular You allude to. Pains pamphlet can do no Hurt. I most sincerely wish it circulated. It is so opposite to the voice of the Nation, so low and vilely abusive that neither he or Jaspir can do any other Service, than open the Eyes of the Blind. I am at a loss for the  of  Virginna, unless they intended that Burr should not be v p. I had no Idea but that those who voted for Jefferson, would vote also for Burr in that State. It was quite a surprize giving 14 to JA. Their policy was however weak, and their judgments wholy warped by Faction. Our News papers declare the Election, and have hopes of an additional Number of votes. Yet no person mentions the station, but as a post of difficulty and Danger. I could sincerely Join with Dr. Clarke and say in the words of Moses when looking to the Mount, If thou o Lord go not up With us, carry us not up theither. I have not any Letter from you of a later date than the  12th . I should be glad of a  post Note, at the New Year. My Blacksmith and Coach mender &c. call to settle for the Year. I should have been glad to have taken up Genll. Lincolns Note, before he goes on to  Philadelphia. The minority in the House of Reps is small. They ought to Blush. If they had any generous feelings they would. Is there one of them all whose Character if  by the hand of Justice, and virtue, honour and probity were put in the Scale, would not its opposite fly up and kick the Beam?  in wrong measures, poor Reptiles, censure is your due, and that from the pen & Heart   "
 Decbr. 31 1796 Quincy ,"My Dearest Friend I received by the last post  your Letters of the 14th. ,  16th. ,  18th. , and  19th . The frequent and repeated fires in the various capitals of  Savanna,  Baltimore and  N York are really shocking, but  vastly more allarming from the opinion that they are the effect of design, and not accident. I fear we shall America will be the harbour and assilum of the dissolute and abandoned of the Nations of  Europe unless more vigilence is adopted with respect to foreigners. I have had many congratulatory compliments in the week past upon the supposed certainty of your Election. They have not however been unmixed with the alloy which every person sees the station is subject to. Some of the Jacobins in  Boston I was told, declared they were glad you were Elected, for now they knew they should be  by principles, and not Names. They say It would be the President, and P. the puppet. With respect to Mr. Jay you know that I believe him an upright honest Man, not given to intrigue, and incapable of deserting an old and long tried Friend, a Man of Honour, a Man of principle, a Man of Religion. You may recollect, that I have often said to you, H. is a Man ambitious as Julius Ceasar. A subtle intriguer, his abilities would make him dangerous if he was to espouse a wrong side. His thirst for Fame is  insatiable. I have ever kept my Eye upon him. He has obtaind a great influence over some of the most worthy and amiable of our acquaintance whom I could name. He has allways busied himself in the Election of v p. as you well know. I received a Letter from an old Friend and correspondent this week who writes thus. ""The Election of our friend I hope is sure. The only adverse chance is that which  Mr. Pinckney, and if has the  North Carolina votes I think he will be Elected there being every reason to suppose that the other four southern and western states will give him their support. I was more apprehensive of danger from this quarter than from any other, and before we proceeded to vote, the matter was fully discussed, so that if by her own votes  Massachusetts should bring into the Chair a South Carolinian, of respectable Character it is true, but with little or no experience in the domestic politicks of the Union, and exclude a Citizen of her own, whose experience, station and qualifications, give him the highest pretensions to the office, she will have acted with her Eyes open, and must blame herself for her impolicy. The fact is as I am  from high Authority in  N York, that a plan was there laid by a quondam Secretary to bring in Mr. Pinkney, and that it was confidentially extended thro the Continent. That Letter was put into the  N York post office on the 30 Novbr. and was deliverd to me at our post office on the 14th. instead of the 7th. of  when it was undoubtedly in  Boston. Had I then received it I should have enforced the Argument for reducing the votes for Mr. Pinckney, and explaind the motives of some of the Electors who were for giving him a full vote. One of these confessed that he had been conferring with a Senator, and some members of the House of Rep's of Congress from this state, through whose instrumantality, this plan was undoubtedly communicated. I confess the conduct of that elector was to me Enigmatical untill I received the Letter."" E. G. You may judge from the statement here made, that the high Authority was aware of the snare, and exerted himself to ward of the blow. H. is as much suspected here as he is with you, and for the Reasons given by the Jacobins. They say H. knows you will not be . I am ready to think that enmity to Jefferson was the prevailing Motive. Jefferson I hope will succeed. I believe the Government would be more  [illegible]   conciliated, and the bitterness of party allayd. The former Friendship which subsisted between you would tend to harmonize, and moderation, coolness and temperament would reconcile the present, faring interests to concord. This is my hope, and I do not despair of seeing it effected. You know my Friendship for that Gentleman has lived through his faults and his errors, to which I have not been blind  but most sincerely regreted them. The whole Election has been a, fugal, in which you have been an inactive spectator. The Bostonians pretend to be very Angry with the South Carolians.  Massachusetts however seems to have been a dupe. My Letters are confidential. I wish you would burn those which might be injurious if by any accident exposed. I  to you an extract of a Letter from Thomas to his Friend J Q dated october 9th. by a vessel from  Amsterdam. I had not any Letters. Weather yet very cold. Adieu, and a good Night for it is Bed Time.   "
"Quincy  Janry. 1 1797
","The new Year opens upon us with new Scenes of Life before us. What are to be the trials the troubles and vexations of it, are wisely with held from our view. To him  let us commit the hour, the day the Year, and fearless view the whole. These need but thinking right, and meaning well, and may this ensure to you, the Souls calm Sun Shine, and the Heart felt say. I seldom think twice of a  but last Night I had one of so singular a nature that it has amused my mind to day with various conjectures. I was riding in my Coach, where I knew not, but all at once I perceived flying in the Air a Number of large black Balls of the Size of a 24 pounder. They appeard to be all directed at me. All of them however burst and fell before they reach'd me tho I continud going immediatly towards them. I saw them crumble all to Attoms, but during this Scene, two Guns were dischargd at my left Ear the flash of which I saw and heard the report.  I still remaind unhurt, but proceeded undaunted upon my course. How would the Sooth Sayers interpret this Dream? Whom do you think has undertaken to read the ! but Deacon Webb, and declares himself well pleasd with the first volm. as Cousin Boylstone informs me.  I fear  the Deleware is frozen up so that Brisler will not be able to send me any flower. Billings is just recovering from a visit to  Stoughten which has lasted him a week, the second he has made since you went away. From the first, as he went without the Root of all evil, he  steady. The occasion of his going was the Sickness and Death of the man who lived upon his place. I have been obliged at his request to purchase for him Shirts and other Cloathing. Your Mother desires to be  affectionatly to you. One day last week She reachet here and spent the Day.   I am my dearest Friend most  Yours, "
"Quincy  Janry. 7 1797
","My Dearest Friend I received  Yours of 22 Decbr.  by the Post of the 4 of this Month containing a post Note .  Lincoln left here the week before. I inquired of him if I could take up the Note in his absence. He told me it was in the office with his principle Clerk. Mr. Smith dinned with me on thursday and I gave him the Note with a request that he would transact the buisness for me. To day I expect to receive the Note and that the Buisness will be done. Yours of 27th   came to Hand at the Same time. I have not said or written any thing upon a subject which will necessarily give trouble to some one. I shall  my share in making arrangements at Home, but all those Matter I shall defer untill the  [illegible]   declaration is made. I am glad to find Mrs.   is like to be a reasonable Woman. She certainly might be one of the first, but there are some licences which she has taken so repugnant to my Ideas of Chast Decorum that I shall never place her in the list of Roman Matrons, nor can she ever be an intimate of mine. Poor Billings is off again ever since Thursday. I have not seen him since. Gone upon an  arbitration about his place. The Man has dyed insolvent. He is like to lose Money by him. I shall write again by the next post. I am now in much haste. "
